,real,forecast56,forecast84,forecast1092,forecast1456,forecast_averaged
2019-12-02 13:00:00,42.87,45.398976681072575,46.49587438992116,44.503615576699026,42.1763362715455,44.64370072980957
2019-12-02 14:00:00,49.0,48.289894978149356,44.45940283015021,45.92845156703149,43.698900282929046,45.59416241456502
2019-12-02 15:00:00,52.95,52.18117064827774,51.29875353493668,49.251633248015224,47.729654818342155,50.115303062392954
2019-12-02 16:00:00,53.93,53.947201621793965,52.69467566540655,53.07662307759902,51.12653604682014,52.71125910290492
2019-12-02 17:00:00,57.23,59.70016655895275,58.789006535160595,57.731055283402775,57.36634736364382,58.39664393528999
2019-12-02 18:00:00,55.18,58.010964951618384,56.333081315156676,56.13749639564685,55.045898007187226,56.38186016740228
2019-12-02 19:00:00,55.5,57.78807915100299,57.864108916732036,56.977780148726815,55.03305539868963,56.91575590378787
2019-12-02 20:00:00,54.43,50.64519117788739,51.88035698353468,53.99769505431761,51.75450342429596,52.06943666000891
2019-12-02 21:00:00,49.33,47.428928827924956,50.26210388780818,50.1425345950512,48.548737505802926,49.09557620414682
2019-12-02 22:00:00,44.89,42.91570355084962,46.58507450584232,47.53464464722771,46.60943819634846,45.91121522506703
2019-12-02 23:00:00,40.58,40.185855050337615,41.85960803209126,41.219876090266425,40.687796436070904,40.988283902191554
2019-12-03 00:00:00,40.19,36.54659951203102,37.89441474217643,39.16906995106842,38.392262979371466,38.00058679616184
2019-12-03 01:00:00,39.74,39.720467301944474,37.36814628373779,40.383771165398734,38.16972065213631,38.910526350804325
2019-12-03 02:00:00,39.5,34.100422939839824,36.520156555257934,40.25176245443343,37.82308190525825,37.17385596369736
2019-12-03 03:00:00,38.5,34.68361030749486,34.70701017399906,40.80641709469032,38.113904117468735,37.077735423413245
2019-12-03 04:00:00,39.49,37.60152604996495,38.16619537393952,42.10326333697331,39.77351158086489,39.411124085435674
2019-12-03 05:00:00,42.81,39.74592152241543,40.486429804331884,43.19822995455162,40.75415300991751,41.04618357280411
2019-12-03 06:00:00,55.07,47.8401416862281,50.728211439337365,52.10403734833517,50.11513912561831,50.19688239987974
2019-12-03 07:00:00,67.28,57.21331127614706,57.00023890927474,63.129035040547784,61.619553545167854,59.740534692784365
2019-12-03 08:00:00,76.47,61.50490460471025,60.464255418472405,67.59050793472377,65.60704676836552,63.79167868156799
2019-12-03 09:00:00,71.0,60.050351910565965,58.63503012361338,65.00842705075928,62.980975002710636,61.66869602191232
2019-12-03 10:00:00,60.49,56.8874044617901,55.617791476882495,62.972269334809226,60.18552943642901,58.91574867747771
2019-12-03 11:00:00,59.31,56.63258864283514,54.344994174480036,60.36614735243143,57.63313874335823,57.24421722827621
2019-12-03 12:00:00,55.24,52.47173174480564,51.583497834583596,57.59915273870799,54.56737756518928,54.055439970821624
2019-12-03 13:00:00,54.5,51.33176659031748,51.972495309209755,55.69791031671453,53.060640491292325,53.01570317688353
2019-12-03 14:00:00,56.86,51.854241932008,50.74956000269506,56.58050599423048,53.51483719388149,53.174786280703756
2019-12-03 15:00:00,57.9,51.65880388121212,50.095033238902474,56.125961336106435,53.79221956215903,52.91800450459502
2019-12-03 16:00:00,60.0,52.243854184635104,52.488268298325465,56.528433160495474,54.72522160862933,53.99644431302134
2019-12-03 17:00:00,61.8,55.97344872083206,54.96180889405582,59.9630921745925,58.161210130236604,57.26488997992925
2019-12-03 18:00:00,49.76,52.77498505884793,53.07348222433194,55.86463545222002,55.276516201963865,54.24740473434094
2019-12-03 19:00:00,47.32,52.288400304996046,48.8370400002829,50.694786834349024,49.79046435792729,50.40267287438881
2019-12-03 20:00:00,42.32,47.212232755456725,46.18512328158718,47.8643695501432,46.90975327260993,47.04286971494926
2019-12-03 21:00:00,40.67,42.41829102012356,43.722637699193285,41.88877467221164,41.1812643723711,42.3027419409749
2019-12-03 22:00:00,39.27,42.491209108151395,39.681113067849225,39.031866857057,38.45583266321661,39.91500542406855
2019-12-03 23:00:00,37.05,37.23414777828749,33.52523709353086,31.48098413072589,31.818122077060362,33.51462276990115
2019-12-04 00:00:00,35.0,33.13411886538857,31.86935882259306,34.55457722687805,33.26578801027567,33.20596073128384
2019-12-04 01:00:00,35.0,33.591014716521585,32.07500435737307,35.310773550681056,32.96194429018501,33.484684228690185
2019-12-04 02:00:00,35.24,36.70257838189379,30.20197258891181,35.465055226288406,32.59088132981881,33.74012188172821
2019-12-04 03:00:00,35.58,30.364460942956377,29.617624369254543,36.35922174872177,33.52060453080698,32.46547789793492
2019-12-04 04:00:00,36.87,33.884360039136645,33.72543365949166,38.25454347566115,35.97788202104253,35.460554798832995
